Time,K,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4,W,X,Y,Z,N1,N2,N3,N4,N5,N6,N7,N8,H1,H2,H3,H4,J1,J2,J3,K1,K2,K3,K4
114,1,4,4,4,6,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,6,4,4,4,3,1,4,4,2,,1,,,,1,1,1,6,6,6,5,7,7,7,6,7,7,6
133,1,7,6,6,6,5,5,6,5,3,3,3,3,5,5,4,4,4,5,5,4,5,5,5,5,1,2,2,1,1,4,4,2,,,,,,1,,1,6,6,6,6,6,6,6,6,5,6,6
681,1,6,6,5,7,6,5,4,6,6,5,5,6,6,5,4,6,5,4,4,5,6,4,4,5,5,4,5,5,2,4,4,3,,1,,1,1,1,1,1,6,6,7,6,6,5,5,6,5,6,5
96,1,7,7,7,7,7,7,7,7,2,3,3,7,1,1,1,7,2,2,2,2,1,1,1,6,3,3,3,6,2,3,3,2,,,,,,,1,1,6,6,6,6,6,6,6,6,6,6,4
153,1,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,6,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,,,,1,,1,,1,7,7,7,7,1,1,1,6,1,1,1
104,1,6,5,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,5,6,6,6,6,6,6,6,5,5,6,1,3,4,3,,1,,1,1,1,1,1,6,6,6,6,6,5,5,5,5,5,6
108,1,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,3,3,,,,1,1,1,,,7,6,7,7,7,7,7,7,6,6,7
152,1,6,6,6,7,6,7,5,6,4,4,4,4,6,6,6,5,5,5,5,4,7,6,5,6,4,5,4,3,1,3,4,4,,,,,,1,,1,5,6,4,5,6,4,5,4,5,4,6
203,1,6,5,4,7,6,6,6,7,5,6,7,7,4,3,3,6,3,3,2,4,6,6,4,7,6,6,4,7,2,3,3,6,,,,1,,,1,1,7,7,7,7,4,4,6,6,5,4,6
367,1,4,4,4,5,5,4,4,5,3,3,3,3,2,2,2,2,4,4,4,4,5,4,4,4,5,4,5,5,1,4,3,2,,,,1,,1,,,7,7,7,7,6,6,6,7,7,7,7
106,1,5,4,5,4,4,5,4,5,4,5,6,4,5,4,4,5,5,4,4,4,6,6,6,6,6,6,4,5,1,4,3,2,1,,1,,,,,,5,6,6,6,5,6,6,6,6,6,5
173,1,7,7,6,7,7,6,6,6,5,4,5,6,6,6,5,6,7,6,5,6,5,6,4,6,6,5,6,7,2,5,3,4,1,1,,1,,1,1,1,7,7,6,7,6,7,6,7,7,6,7
192,1,7,6,6,7,7,6,6,7,6,4,2,6,5,5,3,5,5,5,3,4,4,3,2,4,3,3,2,5,2,3,5,3,,,,,,,1,1,7,7,7,7,4,4,3,5,5,3,3
149,1,6,4,3,5,6,4,3,6,2,2,2,6,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,6,2,3,3,3,,,,,,1,1,1,5,5,5,4,5,5,5,4,4,3,3
148,1,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,7,7,7,7,2,4,1,1,1,1,,,,,,,7,7,7,7,7,7,7,7,7,7,7
144,1,5,5,4,5,5,5,4,5,6,4,5,5,6,5,4,6,6,5,5,6,4,5,4,5,6,4,6,6,1,3,3,3,,,,,,1,1,1,5,4,5,4,5,5,6,6,5,5,4
200,1,5,6,6,7,7,7,7,7,4,5,5,6,4,5,4,6,6,5,5,6,5,6,5,7,3,4,6,5,1,3,4,2,,1,,1,1,,1,1,6,7,6,6,5,5,6,6,6,6,5
202,1,5,4,5,4,4,5,5,4,4,5,5,5,4,5,4,5,5,4,4,5,4,5,5,4,4,5,4,5,2,5,2,1,,1,,,,1,1,,5,5,4,4,5,4,5,4,5,5,4
128,1,7,7,7,7,7,7,7,7,3,3,3,3,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,4,3,4,,,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
164,1,6,6,5,7,5,4,4,7,3,3,3,5,4,3,3,5,4,3,3,3,5,5,5,6,4,4,3,5,2,3,4,2,1,1,,1,,1,,,6,6,7,7,7,7,7,5,5,5,5
206,1,5,5,5,7,6,6,6,6,6,6,6,7,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,1,5,4,3,,,1,,,1,1,,6,6,6,6,6,6,6,6,6,6,6
177,1,4,4,3,7,5,5,5,5,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,,,,,,,1,1,5,5,5,5,2,2,2,5,5,5,5
309,1,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,2,5,3,2,,,,,,1,1,1,7,7,7,7,5,5,6,7,7,7,7
197,1,5,5,3,6,6,5,3,6,4,3,3,5,5,5,3,6,4,3,3,3,5,3,3,6,5,3,3,4,2,4,5,4,,1,1,,,,1,1,5,5,6,5,3,3,4,5,5,5,5
309,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,2,6,,1,1,1,1,1,1,,7,7,7,7,7,7,7,7,7,7,7
140,1,6,6,6,7,7,7,6,7,6,6,6,7,4,4,4,5,3,3,3,4,4,2,2,5,3,2,2,4,2,1,2,3,,,1,,,,1,1,7,7,7,7,6,4,3,3,4,4,4
619,1,4,4,3,7,7,7,6,7,6,6,5,7,3,3,2,7,1,2,2,1,2,2,3,7,1,1,1,1,1,4,4,3,,1,,1,1,1,1,1,6,6,6,6,7,7,7,7,7,7,6
190,1,5,5,5,6,6,5,5,7,4,5,4,5,6,6,5,6,6,5,6,5,5,6,4,5,5,4,5,6,2,3,4,3,,1,,,,1,1,1,6,7,6,6,3,4,5,5,6,5,6
137,1,1,2,2,1,3,2,2,3,3,2,3,2,3,2,2,4,3,2,2,6,3,2,2,7,5,6,7,5,2,3,3,3,,1,1,1,1,,1,1,5,5,6,5,2,2,2,4,4,4,4
184,1,7,7,7,7,7,7,7,7,4,3,4,4,7,6,7,7,3,4,4,5,6,5,5,7,2,6,5,7,1,3,5,3,,,,1,1,1,,1,6,7,7,2,3,2,1,7,1,1,7
666,1,6,5,5,5,6,5,4,5,4,4,4,4,5,5,4,5,5,5,5,4,4,4,4,4,5,4,4,4,2,5,2,4,,,,,,1,1,1,5,5,5,5,3,3,2,4,4,4,5
162,1,7,6,6,6,7,6,7,7,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,5,7,6,6,6,2,4,4,3,,1,,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
73,1,6,6,6,6,6,6,6,6,6,5,5,4,4,5,3,5,6,5,4,4,5,4,4,4,6,5,4,4,2,3,4,3,1,,1,,1,1,,1,6,5,4,5,5,4,4,6,5,4,5
158,1,6,6,6,6,6,6,6,6,3,3,3,3,4,4,4,4,4,4,4,4,2,2,2,2,1,2,2,2,1,3,3,2,,,,1,,1,,1,6,5,5,5,4,4,4,7,6,6,7
140,1,7,6,3,6,6,6,3,6,3,3,3,3,5,4,3,6,2,2,2,2,2,2,2,5,2,2,2,2,2,3,4,3,,,,1,,,1,1,4,5,4,5,3,3,3,5,5,5,5
209,1,7,7,7,7,7,7,7,7,6,6,6,7,5,5,6,5,5,4,1,2,5,4,5,5,5,4,4,5,1,5,3,2,,1,,,1,,,,4,4,4,4,4,4,4,5,5,5,5
237,1,7,7,6,6,7,6,5,6,7,6,5,6,7,6,6,7,6,5,4,5,6,5,6,7,5,4,5,4,2,5,5,2,,1,,1,,1,1,1,7,6,7,6,5,4,3,5,6,5,6
39,1,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,2,5,5,2,,,,,1,,,,5,5,5,5,5,3,3,5,5,5,5
237,1,7,7,7,7,7,7,7,7,5,4,3,6,4,3,3,6,4,4,4,4,3,3,3,6,3,3,3,4,2,4,3,2,,1,,1,,1,1,1,4,6,6,6,2,2,2,4,5,5,5
191,1,6,5,6,7,6,6,5,7,4,6,6,7,4,4,4,5,6,5,6,6,5,6,5,6,5,6,4,5,2,3,3,4,,,,,,1,1,1,6,5,5,6,4,5,4,4,4,4,3
151,1,7,7,6,7,5,6,5,6,4,4,5,6,4,4,3,4,3,4,3,4,4,5,6,7,5,3,5,6,2,3,4,5,,,,,,,1,1,6,7,7,6,5,7,5,6,7,5,7
178,1,5,5,5,6,5,5,5,6,5,5,5,6,6,6,6,7,5,5,5,6,6,6,6,6,6,6,6,6,2,4,3,3,,,,1,1,1,1,1,5,6,6,6,4,5,5,5,6,6,6
371,1,6,5,6,7,6,5,6,7,5,5,5,6,7,7,7,7,6,5,6,5,5,5,5,7,6,6,6,7,2,4,3,3,,,,1,1,1,1,1,6,6,6,6,6,6,6,4,6,4,6
139,1,7,6,6,7,7,6,5,7,4,4,4,5,5,5,4,7,4,4,4,6,4,4,4,6,4,4,4,6,2,3,4,3,,,,,,,1,1,6,6,6,6,2,2,2,6,6,6,6
467,1,7,6,6,6,7,7,6,7,6,5,6,7,7,6,6,7,7,6,5,6,6,6,6,7,7,7,5,7,2,4,4,5,,1,,1,1,1,1,1,7,7,7,7,6,6,7,7,7,7,7
96,1,7,6,6,7,7,7,7,7,5,6,5,6,6,6,7,7,7,7,6,7,6,6,6,7,6,4,7,7,1,4,4,2,,,,,1,1,1,,7,6,7,6,7,7,5,6,7,7,7
248,1,7,7,5,7,7,6,4,7,7,5,4,7,5,1,1,3,7,4,4,4,5,2,2,6,5,1,1,7,2,4,3,2,1,,,,1,1,1,1,5,3,4,5,6,4,4,7,5,5,4
157,1,5,5,5,5,6,6,5,6,5,5,4,6,4,4,4,4,4,4,4,3,5,4,4,6,4,3,3,4,2,4,4,2,,,,,,1,1,1,5,5,5,5,2,2,3,5,5,6,6
58,1,5,5,4,4,4,4,3,4,5,4,4,3,4,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,2,3,4,2,,,1,,1,,,,5,4,4,3,4,3,3,4,4,3,4
190,1,4,4,4,4,4,4,4,4,5,5,4,5,5,5,6,6,5,5,5,6,5,5,5,4,5,5,5,4,2,5,4,3,,,,,1,1,,,5,5,5,6,5,5,5,5,5,5,6
161,1,7,7,7,7,7,7,7,7,1,1,1,7,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,7,1,5,3,2,1,,1,1,,1,1,,7,7,7,7,7,6,6,5,6,6,6
274,1,6,6,6,7,7,6,6,7,4,4,4,5,5,5,5,6,4,3,3,5,5,5,5,6,3,3,3,5,2,3,3,4,,1,,1,,1,1,1,7,7,7,7,5,5,5,5,5,6,6
181,1,5,5,5,3,6,5,4,2,6,6,5,5,6,4,4,2,3,2,2,1,2,1,1,6,2,2,2,5,2,4,5,3,,,,,1,,1,1,7,7,7,7,2,1,2,4,2,6,5
100,1,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,6,6,5,6,4,3,3,6,6,6,6,6,2,3,3,2,,,,,,1,1,1,7,7,6,6,6,6,6,6,5,6,6
171,1,6,6,6,6,6,6,6,6,4,3,3,4,3,3,3,3,3,3,3,3,4,4,3,5,3,3,3,4,2,3,4,3,,1,,1,,,,1,5,5,5,5,5,5,5,6,5,5,6
606,2,7,7,7,7,7,7,7,7,4,4,4,4,6,6,6,6,4,4,4,4,5,4,5,6,3,3,3,4,1,5,2,1,,,,,,,1,,6,6,6,6,6,4,4,6,4,4,6
229,1,2,5,4,7,6,5,4,7,5,3,2,6,7,7,5,7,3,3,3,1,3,5,5,6,2,2,2,5,2,3,3,4,,1,,,,,1,1,7,5,6,7,4,2,4,6,6,1,4
58,1,5,5,6,5,7,6,7,6,6,6,7,5,6,5,6,5,6,4,6,6,6,5,6,6,6,4,6,6,1,4,4,3,,,,1,1,1,1,,7,5,6,7,5,6,6,6,5,6,6
155,1,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,6,5,5,5,5,4,4,4,4,4,4,4,4,2,4,4,3,,,,,,1,1,1,6,6,6,6,5,6,5,3,3,3,3
250,1,7,7,6,7,7,7,7,7,7,2,2,6,1,1,1,5,2,1,1,5,6,2,2,7,1,1,1,4,2,3,4,3,,,,1,,1,1,1,7,7,7,7,6,6,6,7,7,7,7
14799,1,7,7,7,7,7,7,7,7,4,4,4,4,5,4,4,6,6,4,4,6,3,3,3,4,1,1,1,6,1,3,4,4,,,,,,,1,1,7,7,7,7,4,7,7,4,4,4,4
179,1,6,6,6,6,4,4,4,4,7,7,7,7,2,2,2,2,6,6,6,6,3,3,3,3,2,2,2,2,2,4,2,3,,,,,,,1,1,5,4,5,4,5,5,5,5,5,5,5
439,1,6,6,5,5,6,6,6,6,2,2,1,1,2,2,1,1,1,1,1,1,3,2,2,4,3,3,2,3,2,5,5,5,,,,,,,1,1,6,4,6,6,2,2,2,5,5,6,6
390,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,3,4,,,,,,1,1,,7,7,7,7,7,7,7,7,7,7,7
198,1,7,7,7,7,5,7,4,7,1,4,4,7,2,5,4,7,1,7,4,6,6,3,5,7,7,4,7,1,2,4,4,3,1,,1,,,1,,,7,7,7,5,4,7,4,6,7,7,7
168,1,7,5,4,4,7,4,4,4,5,1,1,2,7,5,5,5,6,2,2,2,7,2,2,2,7,7,7,7,2,4,3,2,,,1,1,,,1,,4,5,5,6,1,1,1,5,6,5,5
205,1,5,3,3,6,6,5,5,6,6,6,6,6,6,4,5,6,6,6,6,6,6,5,5,6,6,4,4,6,2,3,2,3,,,,,,,,1,6,6,6,6,6,6,6,4,4,4,5
170,1,5,6,3,6,7,6,2,7,3,2,1,2,6,6,3,6,6,5,3,4,5,6,4,6,5,4,5,3,2,3,4,3,,,,1,1,,1,1,5,4,7,5,6,6,4,5,6,5,4
72,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,3,3,4,,,,,,,1,1,7,7,7,7,7,7,7,7,7,7,7
179,1,5,5,5,7,6,5,5,7,6,5,6,5,5,4,5,5,5,4,5,4,6,5,6,7,4,4,4,4,2,4,4,3,,1,,1,1,1,1,1,5,5,5,5,4,4,4,5,5,6,6
294,1,4,3,3,5,5,5,3,5,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,4,2,2,2,4,2,3,4,2,,1,,1,1,1,1,1,6,6,6,5,3,3,3,6,3,6,6
314,1,5,5,5,5,6,6,6,7,4,5,4,6,5,5,5,5,4,4,4,4,3,4,4,4,2,3,3,3,2,3,4,2,,,1,1,1,,,1,3,4,4,4,4,4,4,5,5,5,5
116,1,7,7,4,7,7,7,7,7,5,4,3,3,5,6,4,6,6,4,6,5,3,3,3,3,3,3,3,3,1,4,4,3,,,,1,1,1,1,1,7,7,7,7,7,5,4,6,6,6,4
156,1,6,6,6,6,6,6,5,5,4,4,4,4,6,5,5,5,4,6,5,5,3,4,5,5,6,5,3,5,1,4,4,3,,1,1,,1,1,1,,5,5,5,5,5,5,5,6,6,6,6
165,1,5,6,4,6,3,2,2,2,4,4,3,4,4,3,3,5,3,3,3,3,6,6,6,6,4,3,3,6,2,3,4,5,,,,1,,1,1,1,6,6,6,6,4,4,6,6,6,6,6
189,1,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,4,6,5,5,5,7,5,5,7,7,6,6,2,2,3,1,1,,1,1,1,1,,1,1,5,6,6,6,6,6,6,5,5,5,6
108,1,3,5,3,5,2,6,4,6,2,4,3,6,3,6,3,3,4,7,3,6,2,6,3,3,3,2,5,3,1,4,4,3,1,,1,1,1,1,1,1,1,5,4,3,6,6,2,3,4,3,5
380,1,7,6,7,7,5,4,4,7,3,3,3,2,5,4,3,6,3,3,3,3,3,3,3,4,3,3,3,4,2,3,3,5,,,,,,,1,1,7,7,6,7,7,5,5,6,6,7,7
266,1,6,6,5,7,6,6,6,7,6,6,6,7,6,6,6,6,6,5,5,5,5,5,6,5,6,5,5,6,2,4,2,3,,,,1,1,1,1,1,6,6,7,7,6,6,7,6,6,7,7
281,1,7,7,7,7,7,7,5,7,5,4,5,5,4,4,3,7,3,3,3,5,3,3,3,5,1,1,1,7,1,4,4,4,,,,1,,1,1,1,7,7,7,7,5,5,5,7,5,7,7
133,1,5,5,6,6,6,5,4,6,5,4,5,6,5,3,5,6,7,4,6,5,6,4,4,5,6,4,5,5,2,3,4,3,,,,,,,,1,5,6,6,4,5,3,5,5,4,6,4
193,1,5,5,5,6,3,3,3,4,5,5,5,6,6,5,5,6,4,5,4,4,6,6,6,7,5,5,5,6,2,4,4,4,,,,,1,,,1,6,6,7,5,2,3,3,5,3,5,5
1257,1,7,7,7,7,5,3,3,5,5,5,3,3,7,3,3,7,7,3,3,1,3,1,1,7,7,3,3,7,2,3,3,6,1,1,,1,,1,1,1,7,7,7,7,7,7,7,1,1,1,1
750,1,7,7,6,7,7,6,6,7,7,7,7,7,6,6,5,7,5,5,6,5,7,7,7,7,7,7,6,6,2,3,3,4,,,1,,,1,,1,5,4,5,6,6,6,6,5,4,6,5
137,1,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,2,,1,1,1,1,,,,4,4,4,4,4,4,4,4,4,4,4
531,1,6,6,5,6,6,5,5,5,5,5,6,4,5,6,6,5,6,5,4,5,5,6,5,4,3,4,4,4,1,4,3,2,,,,,,1,,1,5,5,5,5,5,5,4,4,4,5,5
234,1,5,5,4,6,5,3,3,6,4,3,3,5,3,3,3,4,4,3,3,4,4,4,4,4,3,3,3,4,1,3,4,2,,,,1,1,1,1,1,5,5,5,5,3,5,3,6,4,6,5
185,1,4,3,4,3,5,4,4,4,4,3,4,3,3,3,2,3,2,2,2,3,3,2,3,3,3,3,3,4,2,3,4,3,,1,,,,,1,1,4,5,4,2,4,3,4,1,1,1,1
199,1,4,5,6,6,4,4,5,5,6,5,4,5,4,6,6,4,4,4,6,3,6,4,5,4,4,5,4,4,2,4,5,2,,,,1,,,,1,4,4,5,5,6,6,5,5,4,4,4
138,1,5,4,4,4,5,4,4,4,4,3,3,3,5,4,4,4,3,3,3,3,4,3,3,3,3,3,3,3,2,4,4,2,,,,,,1,1,1,6,5,5,5,4,4,4,5,4,5,5
203,1,6,6,6,6,7,6,5,7,4,4,4,5,4,4,4,5,5,5,4,5,7,6,6,6,7,7,6,7,1,4,2,2,,,,,,,1,,5,6,5,6,5,5,6,6,6,6,6
184,1,4,4,4,7,6,6,4,7,4,4,4,7,4,4,4,7,4,4,4,4,4,4,4,7,4,4,4,5,1,4,4,2,,1,1,,,1,1,1,6,6,6,4,5,5,3,6,7,6,7
511,2,6,5,7,7,7,7,6,7,4,4,4,6,6,6,7,7,5,4,4,4,5,4,5,6,3,4,4,6,2,5,3,2,,,,,,1,1,,7,7,7,6,4,4,4,7,5,6,7
159,1,6,6,6,6,6,5,6,6,6,6,5,5,6,5,6,5,6,6,5,5,6,6,5,6,6,6,5,6,1,4,4,3,,1,,1,,,,,6,5,5,6,5,5,7,6,5,7,5
118,1,7,7,7,7,7,7,7,7,5,3,4,7,4,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,3,1,1,1,1,,1,,,,7,7,7,7,7,7,7,7,7,7,7
502,1,6,5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,1,4,3,3,,,,,,,1,,4,4,4,4,2,2,2,5,2,2,3
113,1,6,6,6,5,6,5,6,7,4,5,4,6,5,6,7,5,5,5,6,6,5,6,5,5,6,7,6,6,1,4,4,2,,,,1,1,1,,,5,6,5,7,6,6,5,6,7,6,5
255,1,7,2,2,2,6,6,6,6,4,4,4,4,6,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,6,,,,,,1,1,,7,7,7,7,5,5,4,2,2,2,2
66,1,5,4,4,3,5,5,4,5,4,4,3,3,4,3,3,4,5,5,4,4,5,4,4,4,3,4,5,4,2,3,4,3,1,,1,,1,,,,4,6,5,4,5,4,4,5,4,3,4
760,1,7,6,4,7,7,7,5,7,5,5,4,6,6,6,5,7,5,5,4,4,6,6,5,6,6,6,5,7,2,5,4,2,,,,,1,1,,1,7,7,7,7,3,4,4,5,5,6,1
466,1,6,7,6,6,5,7,6,6,7,7,6,5,7,6,6,7,7,6,6,7,6,7,6,7,6,6,7,7,1,3,4,2,,1,,1,1,,1,,6,6,7,6,7,6,6,6,6,7,6
204,1,4,5,5,7,4,5,5,6,3,3,3,2,2,1,3,7,2,1,4,3,4,3,5,5,3,4,3,4,1,3,4,4,,,,1,,,1,1,4,5,6,6,3,5,3,5,6,6,6
194,1,5,5,5,7,7,7,7,7,3,3,3,5,4,4,4,4,7,7,7,7,6,6,6,6,3,3,3,3,2,3,3,3,,,,,,1,1,1,5,5,5,5,3,3,3,5,5,5,5
222,1,5,5,4,4,4,4,4,3,3,3,3,2,2,2,2,3,3,4,2,1,3,2,2,3,1,1,2,2,1,4,3,3,,1,,1,1,1,1,,6,6,6,6,3,4,3,5,4,5,3
355,1,6,7,5,7,6,5,6,7,3,3,2,4,6,7,6,7,2,2,1,1,2,3,2,4,5,3,2,5,2,3,5,3,,,,1,1,1,1,1,6,7,7,6,7,4,5,7,7,7,7
242,1,6,5,4,4,6,5,5,6,6,5,5,6,6,5,4,4,5,4,4,3,5,4,4,4,4,3,3,3,1,4,4,2,,,,,,1,1,1,7,6,6,7,4,4,6,5,5,4,5
149,1,6,6,7,7,7,7,7,7,4,5,6,6,6,6,6,7,5,6,6,7,5,6,6,7,5,6,6,7,1,3,4,3,1,,,1,,,1,1,6,6,7,6,7,6,7,7,6,6,6
124,1,4,4,5,3,4,3,3,5,5,3,3,3,5,4,5,4,4,3,5,5,5,3,3,2,4,3,3,6,2,4,2,2,,,,,,,1,1,4,4,3,5,4,5,5,5,3,3,5
70,1,6,5,4,5,6,6,6,5,4,2,2,4,5,4,4,5,5,4,4,5,6,4,3,5,4,4,3,5,2,3,4,3,1,1,,,,,,,5,4,4,3,5,5,5,6,3,3,3
206,2,7,6,6,7,7,7,7,7,2,1,1,4,5,6,5,7,5,4,5,3,6,7,7,7,1,1,1,4,2,4,4,3,,,,,1,1,1,,6,7,7,7,7,7,5,5,5,4,4
306,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,1,1,1,1,1,1,1,7,7,1,1,7,1,5,4,2,,,,,,,1,,7,1,7,7,7,7,1,7,7,7,7
261,1,7,6,6,7,7,7,7,7,7,7,7,7,5,6,5,7,5,4,4,3,6,5,5,6,6,5,5,6,1,4,5,3,,1,,,,,1,1,6,5,6,5,7,7,6,7,6,6,7
228,1,6,6,5,7,7,6,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,4,5,5,2,4,3,2,,1,,1,,,,1,6,6,5,6,7,7,6,6,6,6,5
88,1,7,7,7,7,7,7,7,7,4,4,4,4,5,3,5,3,1,1,1,1,1,1,3,7,1,1,1,7,2,3,3,3,,1,,,,,1,1,7,7,7,7,7,7,7,7,7,7,7
150,1,7,7,7,7,7,7,7,7,4,1,1,1,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,2,4,4,6,,,1,,,1,1,1,7,7,7,7,7,7,7,6,6,7,6
181,1,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,4,4,3,4,4,4,5,5,5,4,4,2,3,4,2,,,,,,1,1,1,5,5,5,5,5,5,5,5,5,5,5
215,1,7,5,5,6,6,5,6,6,5,4,4,6,7,6,6,7,5,4,5,5,4,4,3,5,3,4,4,5,2,4,4,4,,,,1,,,1,1,7,6,6,6,5,6,6,6,5,6,5
109,1,4,6,3,6,7,4,3,7,3,6,2,6,6,3,1,6,6,3,5,2,6,3,5,2,6,1,6,3,2,3,4,4,1,1,,1,1,1,1,1,5,2,6,3,5,7,3,4,3,6,2
157,1,7,7,7,7,6,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,2,2,,,,,1,1,1,1,6,6,6,7,7,7,7,6,6,7,7
204,1,5,5,4,5,7,7,7,7,4,4,4,5,6,6,5,5,6,5,4,4,4,4,4,7,7,6,4,7,2,4,5,4,,1,1,,,1,1,1,7,7,7,7,3,3,3,5,4,6,4
132,1,7,7,7,7,6,6,6,6,1,1,1,1,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,1,3,2,3,,1,1,,,1,1,1,7,7,7,7,7,7,7,7,7,7,7
