Time,K,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4,W,X,Y,Z,N1,N2,N3,N4,N5,N6,N7,N8,H1,H2,H3,H4,J1,J2,J3,K1,K2,K3,K4
223,1,3,2,2,3,6,4,2,6,2,2,2,4,4,2,2,5,1,1,1,1,2,2,2,2,2,2,2,3,2,4,4,2,,1,,,,1,,,5,6,6,4,1,1,1,6,3,3,3
113,1,7,7,7,7,7,7,7,7,4,4,3,2,6,4,3,4,4,4,4,3,4,3,3,4,4,3,3,2,1,4,3,1,,,,,,,,1,4,4,5,6,1,1,1,7,7,7,4
223,1,6,5,5,5,6,5,5,5,5,4,4,4,5,4,4,4,6,5,5,5,5,4,4,4,5,4,4,5,2,4,5,2,,,,,,,1,1,6,6,6,6,4,4,3,4,4,4,5
326,1,7,7,7,7,7,7,7,7,6,6,6,6,5,5,5,5,3,3,3,3,6,6,6,6,3,3,3,3,2,4,3,3,,1,,1,,1,1,1,7,7,7,7,5,5,6,7,7,7,7
105,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,3,3,,1,,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
694,2,7,6,6,7,7,6,5,7,5,5,4,6,6,5,5,6,5,5,5,1,6,5,5,7,5,5,5,6,1,3,4,1,,,,,,,1,,4,4,4,4,3,3,4,6,5,6,6
284,1,5,5,5,6,6,6,5,7,5,6,5,5,4,4,4,5,4,3,4,3,4,4,4,5,3,3,2,4,2,3,4,2,,,,1,1,1,,1,5,5,6,5,2,2,2,7,5,6,5
369,1,7,7,7,7,7,7,7,7,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,2,2,4,2,6,,1,,,,,1,1,7,7,7,7,4,4,5,5,5,5,5
159,1,7,7,6,7,7,7,6,7,6,5,4,5,6,4,4,4,6,4,4,4,5,3,3,4,5,3,4,3,2,4,5,3,,,,1,,,1,1,6,7,7,7,1,1,1,4,4,5,4
242,1,7,6,6,7,7,7,6,7,4,3,1,7,2,2,1,2,3,2,1,5,5,3,1,7,2,1,1,6,1,3,3,5,,,,1,1,1,1,1,6,6,7,7,1,1,3,4,7,5,6
80,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,4,,,1,,1,1,1,1,7,6,6,6,5,6,6,7,7,7,7
226,1,7,6,6,6,7,6,5,6,5,4,4,5,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,2,4,5,3,,,,1,,,1,1,6,6,6,6,3,3,3,6,4,5,4
151,1,2,2,2,2,5,5,5,5,3,3,3,3,4,4,4,4,5,5,5,5,3,3,3,3,3,3,3,3,2,4,4,4,,,,,,1,,1,7,7,7,7,4,4,4,5,5,5,5
149,1,2,2,2,5,2,3,3,5,1,2,2,3,2,3,4,5,3,3,4,5,3,4,4,5,3,4,4,5,2,4,4,6,,,1,1,1,1,1,1,6,6,6,5,5,5,6,5,6,6,6
235,1,5,4,4,6,5,4,5,6,4,3,3,4,3,2,2,5,4,3,3,3,3,2,2,4,2,2,2,3,2,3,4,2,,,,1,,,,,3,2,2,4,1,1,1,4,2,1,1
112,1,7,7,7,7,7,7,7,7,4,4,4,4,6,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,3,3,4,1,,,1,1,1,1,,6,6,6,6,6,6,6,6,6,6,7
288,1,4,4,4,7,5,5,4,7,6,6,6,7,4,4,4,6,5,5,5,6,4,4,5,6,4,4,4,6,1,4,3,3,,,,1,1,1,1,,5,6,7,7,6,6,6,7,7,7,7
871,1,7,6,4,5,7,6,5,6,4,3,3,3,7,6,6,7,4,4,3,4,1,1,1,5,1,1,1,7,2,4,4,3,,,,,,,,1,7,6,7,6,3,2,2,1,1,1,1
284,2,7,7,7,7,7,7,7,7,4,3,5,7,6,7,6,7,4,3,2,1,6,5,1,7,7,6,2,7,1,5,2,4,,,,,1,1,1,,7,7,7,7,7,7,4,7,7,7,7
453,1,5,7,6,4,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,5,7,6,5,2,4,3,3,,,,1,1,1,,,5,7,6,5,7,6,5,5,7,6,5
124,1,7,7,7,7,7,6,6,7,4,4,4,4,6,5,5,5,6,5,5,5,4,4,4,4,4,4,4,4,2,4,4,3,,,,1,1,1,1,1,7,7,7,7,7,7,7,6,6,6,6
167,2,7,7,7,7,7,7,7,7,4,4,4,7,7,7,7,7,4,4,4,4,7,7,7,7,4,4,4,4,1,4,3,2,,1,,,,1,1,,7,5,7,7,7,7,7,7,7,7,7
195,1,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,6,4,4,5,4,4,4,4,6,5,4,5,6,2,3,4,2,,1,,1,,1,1,1,5,5,6,7,4,5,5,5,4,5,5
184,2,6,5,5,6,5,5,3,5,5,5,3,6,5,5,5,6,5,5,5,5,5,5,3,5,5,5,3,3,1,5,3,3,1,1,,1,1,1,1,,6,6,6,5,5,5,5,5,5,5,5
140,1,7,7,7,7,7,7,7,7,5,4,4,6,7,4,4,6,6,5,6,5,7,6,7,7,6,6,4,5,2,4,4,2,,1,,1,1,1,1,1,6,6,7,7,6,7,7,7,6,6,7
122,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,5,3,,,,,,1,1,1,7,7,7,7,7,7,7,7,7,7,7
316,1,7,7,7,7,7,7,7,7,4,5,6,7,4,1,6,7,3,1,1,1,3,2,2,7,5,1,1,7,1,3,3,4,,,,1,,1,1,1,5,6,6,6,6,5,4,3,2,2,5
118,1,7,7,7,7,7,7,7,7,6,5,6,5,6,5,4,5,4,3,5,4,6,5,6,6,5,4,6,4,2,3,4,2,,,,,,,,1,5,5,6,5,5,6,5,6,5,6,6
167,1,6,7,6,7,6,5,5,6,2,1,2,3,6,6,5,6,6,5,7,7,3,2,2,3,2,2,1,2,1,4,3,2,,1,1,1,,1,,,6,6,5,6,7,5,6,6,5,6,6
439,1,4,3,3,4,7,5,4,7,4,4,3,7,7,4,4,5,7,4,4,4,7,5,4,7,5,3,3,5,2,4,3,4,,,,,,1,1,1,5,4,4,5,3,3,3,4,4,5,5
315,1,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,4,4,3,3,3,3,2,4,4,4,,1,1,1,1,1,1,1,5,5,5,4,4,4,4,4,4,4,4
241,1,5,5,5,6,6,5,5,7,5,5,5,6,5,5,5,6,5,5,4,6,5,4,5,6,5,5,5,6,2,3,4,3,,1,,1,,,,1,6,6,6,6,2,2,2,5,5,5,6
352,1,5,5,5,5,3,3,3,3,3,3,3,7,5,5,5,7,2,2,2,1,5,5,5,7,1,1,1,7,2,5,2,3,,,,1,1,1,1,1,6,5,7,7,5,5,5,5,5,5,6
470,1,6,5,6,6,6,5,5,6,5,6,5,7,6,5,5,6,5,4,5,4,4,4,5,5,5,4,4,6,2,3,4,6,,,,,,,,1,6,7,6,6,4,5,4,5,4,5,4
237,1,6,6,4,6,6,6,3,5,5,4,4,6,3,3,3,5,3,3,2,3,3,2,2,4,5,5,3,2,1,4,4,3,,1,,1,,1,,1,6,4,5,6,4,3,3,7,5,6,6
1026,1,5,4,3,5,5,4,4,5,4,4,5,5,5,4,5,5,5,4,4,5,5,4,5,5,5,4,5,4,1,3,4,4,,,,,1,1,,1,5,4,5,4,4,3,5,5,3,4,4
464,1,7,7,6,7,7,7,7,7,4,4,5,7,6,4,4,5,7,7,5,5,7,6,4,6,6,4,4,6,2,4,4,2,,,,,,,1,1,7,7,7,7,6,6,5,7,7,7,7
446,1,5,5,3,6,6,6,4,6,4,5,5,5,6,6,6,6,6,5,6,5,4,5,5,5,3,3,3,4,2,3,4,4,,1,,,,,,1,5,5,4,4,5,5,5,5,5,5,5
258,1,7,7,7,7,7,7,7,7,5,4,4,4,3,3,3,5,6,5,5,5,4,4,4,5,6,6,6,7,2,3,4,2,,1,,1,1,1,1,1,6,5,6,6,6,6,7,7,7,7,7
156,1,7,5,4,5,7,6,6,6,4,4,4,4,7,6,5,5,6,4,4,4,1,1,1,1,4,4,4,4,1,3,3,4,,,,,,,1,,7,7,7,6,6,5,6,7,7,7,6
255,1,1,1,1,1,4,3,3,4,5,5,5,5,4,4,4,1,3,3,3,5,1,1,1,1,1,1,1,7,1,4,2,2,,,,,,1,1,1,5,5,5,5,3,5,3,3,4,4,4
243,1,7,5,4,7,6,5,5,6,5,6,3,4,5,6,4,5,4,5,6,4,4,5,5,4,7,5,4,4,2,4,4,3,,1,,,1,1,,,6,4,5,5,4,4,5,6,5,5,5
111,1,7,7,7,7,7,7,7,7,5,5,6,7,6,6,6,7,4,4,4,4,7,7,7,7,7,7,7,7,1,3,3,2,,,,1,1,1,1,1,6,7,7,7,7,7,7,7,7,7,7
79,1,6,6,6,7,6,6,4,6,7,3,4,7,4,5,4,5,3,5,3,3,4,3,4,4,4,4,6,6,2,3,3,3,1,1,1,,,,1,,6,4,4,5,6,4,5,6,3,4,5
159,1,7,5,3,2,7,7,7,7,5,2,3,6,4,3,5,3,4,2,5,4,5,2,5,4,5,3,6,3,1,3,4,3,,,,,,,1,1,7,7,7,7,4,4,4,7,7,7,7
313,1,5,4,4,5,5,4,4,4,1,2,2,3,2,3,3,4,2,2,3,3,1,1,1,2,1,1,1,1,1,3,4,6,,1,,,,1,1,1,7,7,7,6,1,2,2,7,6,6,6
366,1,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,2,4,3,2,,,,,,1,1,1,6,6,6,6,6,6,6,6,6,6,6
885,1,6,5,5,7,7,6,5,7,6,5,4,7,4,3,3,6,6,5,5,6,5,4,4,6,6,5,4,7,2,3,4,3,,1,1,1,,,,1,5,4,6,6,4,4,4,6,6,5,5
407,1,7,7,6,7,7,6,7,7,6,6,2,6,4,3,6,6,3,5,5,3,5,3,5,5,2,2,1,5,1,3,4,4,,,,1,1,1,1,1,6,7,6,7,6,7,7,6,7,7,7
204,1,7,7,7,7,7,7,7,7,4,4,4,4,3,3,3,3,2,2,2,2,5,5,5,7,4,4,4,4,2,4,3,4,,,,,,,1,1,7,7,7,7,5,5,5,7,7,7,7
219,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,2,4,3,3,,1,,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
68,1,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,5,5,7,5,5,6,7,6,7,7,6,6,7,2,3,4,3,,,,,,1,1,1,7,7,7,7,7,7,7,7,7,7,7
164,2,7,7,7,7,7,7,7,7,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,2,4,4,6,1,3,2,3,,,,,,1,,,7,7,7,7,4,4,5,7,7,7,3
277,1,7,6,6,7,5,6,6,6,2,1,1,2,5,6,6,4,3,4,4,5,7,6,6,7,7,5,6,5,1,4,4,2,,1,,,,1,1,1,6,7,6,2,2,1,1,6,7,7,6
273,1,6,6,5,6,6,6,5,7,5,4,5,6,6,5,5,7,6,6,5,6,7,7,6,7,7,6,5,6,2,3,5,2,,,,,,1,,1,6,6,7,7,4,3,2,5,4,5,5
242,1,6,6,7,5,6,5,6,6,4,5,5,6,5,4,4,5,2,4,5,4,3,5,6,6,2,3,4,5,1,4,4,2,,,,,1,1,1,,5,6,5,6,5,6,5,5,6,5,6
104,1,7,5,5,7,7,4,4,7,7,5,5,7,6,6,5,7,4,3,4,5,4,5,4,4,4,5,4,4,2,3,4,3,,,,1,,,1,1,7,7,7,7,4,4,5,3,2,3,3
248,1,7,7,7,7,7,6,5,7,4,5,4,5,2,2,1,7,2,2,2,3,4,3,2,4,2,3,3,4,2,4,4,4,,,,1,,1,1,1,7,7,7,5,5,6,4,7,7,6,6
117,1,7,7,7,7,7,7,7,7,3,3,3,3,7,7,7,7,7,7,7,7,4,4,4,4,5,5,5,5,2,2,4,2,,,,1,,,1,,5,5,5,5,3,3,3,7,7,7,7
116,1,2,2,2,4,5,5,5,5,5,3,3,3,5,3,3,3,2,2,3,3,2,3,3,3,2,2,3,3,1,4,5,3,,,,,,1,1,1,5,6,6,5,3,3,3,1,1,1,1
234,1,7,5,3,7,7,5,5,7,4,4,4,4,4,2,2,7,4,1,1,1,4,4,4,7,4,4,4,4,2,4,3,2,,,,1,,1,1,1,5,6,6,6,1,1,1,4,4,4,4
496,1,7,7,7,7,4,4,5,6,3,3,3,5,3,3,3,5,3,3,3,3,4,4,4,5,4,4,3,6,2,4,4,2,,1,,,1,1,1,1,3,5,7,5,4,4,4,3,3,3,4
146,1,7,6,7,6,7,6,7,6,7,5,6,6,4,5,5,4,7,6,5,7,6,7,5,6,7,5,5,6,2,4,4,3,,1,,1,1,,,,7,6,6,7,5,6,7,7,6,6,6
320,1,5,6,3,4,4,3,3,4,5,5,5,4,3,5,4,5,6,6,6,5,4,5,3,6,6,6,6,5,1,4,4,1,,,,,,1,1,1,5,5,6,4,1,1,1,6,4,5,6
246,1,5,5,4,3,6,4,3,3,5,4,4,4,5,3,4,4,4,4,4,4,5,3,3,3,5,5,4,5,1,4,3,2,,,,,,,,1,5,5,5,5,4,2,1,5,4,4,4
167,1,7,6,7,5,5,7,6,7,2,1,5,1,3,1,2,5,5,3,2,6,3,1,3,6,1,3,2,7,1,4,4,4,,1,,1,,,1,1,7,6,5,7,5,7,5,4,7,7,5
136,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,4,3,1,1,1,1,1,1,1,,7,7,7,7,7,7,7,7,7,7,7
335,1,1,1,1,1,3,2,3,5,3,2,2,3,2,2,2,1,3,4,3,5,1,1,1,1,5,6,2,6,1,6,3,2,,,,,,1,1,,7,5,7,5,5,4,3,3,5,4,3
215,1,7,6,6,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,6,5,7,7,7,7,7,7,7,5,1,4,4,2,,,,,1,1,,,5,5,5,5,3,3,2,4,4,4,6
113,1,6,7,6,6,6,7,7,6,6,7,6,6,6,7,6,6,6,6,7,5,6,6,6,7,6,7,6,6,2,3,4,5,1,,1,1,,,,,6,6,6,6,6,5,6,6,7,6,6
872,1,7,6,6,7,7,7,6,7,7,7,6,6,7,6,7,7,7,6,7,6,6,5,5,6,7,6,7,6,1,4,4,3,,,,1,,,1,1,6,6,7,6,7,6,7,6,6,7,6
132,1,6,5,5,7,7,6,6,7,6,5,6,6,6,5,6,5,7,5,6,5,2,6,5,7,4,6,5,6,2,4,4,3,,,,1,1,1,1,1,6,6,6,5,6,6,6,6,6,6,6
80,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,2,,,,1,,,1,,4,4,4,4,4,4,4,4,4,4,4
227,1,7,6,6,7,7,5,5,7,7,6,6,7,7,5,5,7,6,4,4,6,5,4,4,6,7,6,6,7,1,4,4,4,,,,1,1,1,1,1,7,7,7,6,5,5,4,7,7,5,5
320,1,2,2,2,4,1,1,1,1,6,5,6,7,2,2,2,2,2,2,2,2,5,5,5,6,4,4,4,4,2,4,5,1,,,,,1,1,1,1,7,7,7,7,5,6,7,7,6,6,6
303,1,7,6,6,7,7,7,7,7,1,2,2,1,3,3,3,6,5,5,3,4,6,5,5,7,6,7,7,7,1,4,4,2,,,1,,,1,1,1,7,7,7,7,4,7,6,7,7,7,7
162,1,4,4,4,5,3,3,4,4,4,4,4,4,4,4,4,5,3,3,4,3,3,3,4,3,3,3,3,2,1,5,4,2,,,,,,1,1,,5,6,5,5,1,1,2,4,4,4,4
369,1,2,1,1,3,5,4,4,6,1,1,1,3,5,5,4,5,3,4,3,2,5,5,6,7,2,1,1,6,2,3,3,4,,,,,,,1,1,6,6,7,4,2,3,4,6,4,7,6
181,1,6,6,5,7,6,6,5,6,5,5,5,6,6,6,5,6,5,5,4,5,5,5,4,6,5,5,4,6,2,4,5,3,,,,1,,,1,,6,6,6,6,4,5,5,6,5,6,6
200,1,5,5,5,6,5,5,5,7,3,3,3,5,6,6,6,7,5,5,5,5,5,5,5,7,3,3,3,6,2,4,4,3,,,,,,,1,1,6,6,6,6,6,6,5,5,4,2,5
140,1,6,6,5,7,7,6,5,7,5,4,4,5,6,6,6,4,6,7,7,7,6,5,5,5,5,6,5,6,1,3,4,2,,1,,1,1,,,,7,6,6,7,5,5,5,7,6,5,7
171,1,6,5,5,6,6,5,4,4,4,5,4,5,4,4,5,4,5,5,5,5,6,6,6,6,6,4,5,4,1,4,2,2,,,,1,1,1,1,,5,7,6,6,4,4,4,4,4,4,5
137,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,4,7,7,7,7,7,7,7,7,1,4,4,1,,1,,1,,,,,5,5,5,6,6,6,6,6,7,5,6
185,1,6,5,3,7,6,6,3,7,5,4,6,7,5,5,4,7,5,4,4,7,4,4,3,7,4,4,5,7,2,3,4,2,,1,,,,1,1,1,7,7,5,7,4,5,3,4,4,5,5
119,1,7,7,7,7,7,7,7,7,4,3,3,3,5,5,5,5,5,5,5,5,3,3,3,3,6,6,6,4,2,3,4,3,,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7
141,1,7,7,7,7,7,6,6,7,5,6,5,6,4,5,5,5,4,4,4,4,2,3,2,4,4,5,5,4,2,2,4,3,,,,1,1,,1,1,7,7,7,7,4,4,5,7,7,6,4
237,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,5,2,2,,1,,,,,,,7,7,7,7,7,7,7,7,7,7,7
224,2,6,6,6,7,6,7,6,7,4,2,2,4,5,4,4,5,4,2,3,3,4,2,2,4,1,1,1,2,1,1,1,2,,1,,1,,,1,,5,4,4,4,2,3,2,2,2,5,3
305,1,7,7,7,7,7,7,6,7,3,4,4,6,5,4,3,5,4,4,5,6,3,3,3,6,6,5,2,7,1,5,1,4,,1,,,,1,1,,6,6,6,4,2,1,3,6,6,6,7
301,2,7,7,5,7,7,7,5,7,2,2,2,7,7,7,5,7,7,4,5,5,6,3,3,7,5,3,3,6,2,5,4,2,,1,,,,,1,,7,7,7,3,1,1,2,4,5,5,7
536,1,6,4,4,6,4,5,4,5,5,5,5,5,5,4,4,6,4,4,4,3,4,5,5,7,4,4,4,4,2,4,2,2,,,,,,1,1,1,5,5,5,3,2,2,2,2,2,2,4
377,1,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,6,6,5,6,6,7,6,7,2,4,2,2,,1,,,,1,1,1,7,7,7,7,6,6,6,7,7,6,7
384,1,6,4,5,7,6,6,6,5,4,5,5,5,4,4,4,5,5,4,5,4,4,4,5,4,4,4,3,3,2,4,4,1,,,,1,,,,1,4,4,5,5,4,4,5,5,5,5,5
356,1,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,5,7,7,6,2,4,2,3,,,,1,,1,1,1,7,6,5,6,6,6,6,7,7,7,7
144,1,6,6,6,7,6,7,6,7,6,5,5,7,6,5,6,6,6,5,6,6,6,5,5,7,6,6,6,6,1,4,2,3,1,1,,,1,,1,1,5,5,6,6,2,2,3,5,6,6,6
263,1,7,7,6,7,5,4,3,3,5,3,2,4,6,5,5,6,6,5,5,5,7,6,6,6,7,5,4,5,1,4,4,2,,,,1,1,1,1,,4,4,4,4,4,4,4,5,4,4,4
241,1,6,7,6,7,7,6,7,6,1,2,1,2,7,6,7,6,1,2,1,2,7,6,7,6,1,2,1,2,1,3,4,3,,1,,1,1,,,1,7,6,7,6,7,6,7,7,6,7,6
120,1,7,7,5,7,6,6,6,6,3,5,6,7,6,5,5,6,6,6,6,4,7,7,7,7,3,5,5,7,1,4,2,3,,,,1,,,1,1,7,6,5,7,6,7,6,6,6,7,7
240,1,7,7,7,7,7,4,5,6,4,4,3,5,5,5,4,5,4,3,4,3,6,3,3,7,7,7,7,1,1,4,3,2,,,,,1,1,1,1,5,4,5,6,5,5,1,7,7,7,7
208,1,5,5,4,6,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,5,4,2,,,,1,,,1,1,6,6,6,6,5,5,4,6,6,6,6
147,1,5,4,6,7,6,5,7,6,7,5,7,7,6,5,7,7,5,7,6,7,7,7,5,7,6,7,5,5,2,3,4,2,,,,,1,1,1,1,7,7,6,7,7,6,7,6,7,7,6
513,1,6,5,6,7,6,6,5,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,7,6,6,6,5,1,3,3,1,,,1,,,,1,1,5,5,6,5,3,3,3,6,5,6,6
7001,1,5,5,4,6,6,5,5,7,4,3,2,4,6,4,3,3,4,5,4,5,4,4,3,5,5,5,4,5,2,3,4,3,,,,,,,1,1,5,5,6,7,4,3,5,4,5,5,4
502,1,7,7,7,7,7,7,7,7,7,6,7,7,5,4,5,6,5,5,4,6,7,6,7,6,6,5,6,7,2,4,3,2,,1,,,1,1,,1,6,5,6,6,4,4,5,6,6,5,5
190,1,4,5,3,6,6,6,5,7,4,4,6,7,6,6,6,7,5,7,6,5,5,6,6,6,4,4,4,4,2,4,3,3,,1,1,,1,,1,1,7,7,6,7,3,3,3,5,4,4,6
95,1,5,5,5,5,6,6,6,6,4,4,3,3,5,6,6,5,4,5,5,5,4,5,5,4,5,5,5,6,2,4,4,2,,,,,,,1,1,6,6,5,5,5,5,5,5,5,4,5
47,1,6,4,4,6,6,6,5,4,6,6,4,6,6,4,6,5,6,4,6,4,6,5,4,6,6,5,4,6,2,3,4,3,,1,,,,,1,1,6,4,6,6,4,6,6,6,5,6,5
585,1,7,5,5,7,7,7,2,7,5,6,2,7,7,3,1,4,2,4,2,1,1,3,2,5,6,5,2,4,2,3,4,4,,,,1,1,1,1,1,7,7,7,7,1,3,2,7,2,7,2
129,1,5,6,6,7,6,5,5,6,3,4,3,4,5,3,3,2,3,4,3,4,2,3,4,3,3,3,4,5,1,4,4,2,,1,,1,1,1,,,6,7,6,6,4,4,3,5,6,5,6
104,1,6,6,6,6,6,6,6,6,2,2,2,2,6,6,6,6,4,4,4,4,4,4,4,4,3,3,4,3,1,4,4,2,,,,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5
583,1,7,7,7,7,7,7,7,7,5,3,3,6,5,3,3,6,3,3,3,1,6,5,5,7,3,3,3,7,2,5,2,3,,1,,1,1,1,1,1,7,7,7,7,5,5,6,5,5,5,5
175,1,4,4,1,6,5,4,1,3,1,1,1,7,1,1,1,1,1,1,1,1,5,3,1,7,4,3,1,7,1,3,3,3,,,,,,,1,1,5,5,4,6,2,2,1,3,2,3,4
164,1,7,7,7,7,7,7,7,7,6,5,6,7,7,6,6,7,7,6,6,7,6,5,5,7,7,7,7,7,2,3,4,4,,,,,,,1,1,7,7,7,7,6,5,5,7,4,4,5
118,1,7,6,6,7,6,6,6,7,7,6,6,6,5,6,7,6,6,5,6,4,6,5,7,6,6,5,5,6,2,3,3,3,,,,1,1,1,1,1,6,4,5,5,6,6,6,5,6,5,5
140,1,6,6,6,7,4,3,4,6,5,4,6,7,5,6,5,7,5,4,5,6,4,6,4,7,7,4,7,5,2,3,5,2,,1,,,1,1,1,1,5,6,4,6,3,3,4,3,3,3,3
180,1,6,7,7,7,6,6,6,7,2,3,2,7,5,6,6,7,6,7,6,6,6,7,5,6,7,6,5,6,2,3,4,3,,1,,,,,1,1,7,5,7,7,5,4,4,7,7,7,7
199,1,5,5,6,7,7,6,6,6,4,5,5,5,5,5,5,5,4,4,4,6,5,4,4,7,6,6,6,6,1,4,2,2,,1,1,,,1,1,,5,5,5,6,4,4,4,6,6,6,7
326,1,4,5,4,6,5,5,5,6,4,5,5,6,5,5,5,6,4,5,5,5,4,5,5,7,2,5,5,4,1,4,1,3,,1,,1,1,1,1,1,7,7,7,7,5,5,4,7,7,7,7
53,1,6,6,5,6,5,6,6,6,5,5,5,4,6,5,6,6,5,5,6,6,7,6,6,5,4,5,6,6,2,3,4,4,,1,1,1,,1,,,6,4,6,5,6,5,7,7,5,7,6
201,1,7,7,7,7,7,7,7,7,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,1,3,3,2,,,,,,1,1,1,4,4,6,6,4,4,4,5,6,6,6
81,1,6,6,6,6,6,6,6,7,6,7,6,7,6,6,7,7,6,7,5,7,7,6,7,7,5,7,6,5,1,3,4,2,,1,,,,,1,1,7,7,7,7,4,4,4,7,7,7,7
